url,domain,confidence,analysis_method,explanation,timestamp
https://legit-review.com/admiralmarkets,legit-review.com,0.9,fallback,"The content appears to accurately represent Admiral Markets as a regulated broker with transparent fees and good customer service. It does not contain any obvious misleading claims, unauthorized offers, false representations, regulatory issues, or inappropriate marketing tactics.",2025-05-27T15:29:17.793554
https://mysbroker.com/admiralmarkets-vs-libertex/,mysbroker.com,0.9,fallback,"The content appears to be a legitimate comparison of Admiral Markets with another broker, Libertex. It mentions reviewing Admiral Markets and finding them reliable for forex trading, with competitive spreads and a user-friendly platform. The tone seems neutral and factual. No misleading claims, unauthorized offers, false representations or inappropriate marketing tactics were found.",2025-05-27T15:29:17.793717
https://news-site.com/admiralmarkets-expansion,news-site.com,0.95,fallback,"The content appears to be a factual news article about Admiral Markets expanding into new markets. It does not contain any misleading claims, unauthorized offers, false representations, or inappropriate marketing tactics. The information seems to accurately represent Admiral Markets' business activities.",2025-05-27T15:29:17.793542
https://licensees.cma.or.ke/licenses/5/,or.ke,0.95,fallback,"The content appears to be from an official regulatory website (Capital Markets Authority of Kenya) that is simply listing licensed forex brokers, including Admiral Markets. There are no misleading claims, unauthorized offers, false representations, or inappropriate marketing tactics associated with the Admiral Markets mention.",2025-05-27T15:29:17.793895
https://passiontrading.net/index.php/2024/01/17/horarios-del-mercado-forex-sesiones-volatilidad-y-oportunidades/,passiontrading.net,0.9,fallback,"The content appears to be a general informational article about Forex market hours, sessions, volatility and opportunities. It mentions AdmiralMarkets in passing as an example of a broker, but does not make any misleading claims, unauthorized offers, or false representations about the company. The mention of AdmiralMarkets being reliable for forex trading seems to be the author's opinion based on their review. Overall, the content does not raise any major compliance red flags.",2025-05-27T15:29:17.793735
https://peerresearchltd.com/chitat%D1%8C-knigu-pereigrat%D1%8C-dilera-na-rynke-forex/,peerresearchltd.com,0.8,fallback,"The content appears to be a neutral review of Admiral Markets and other forex brokers. It mentions considering factors like fees, platform reliability, and customer service when comparing brokers. The statements about Admiral Markets are factual, noting that it offers competitive spreads and a user-friendly platform. No misleading claims, unauthorized offers, false representations or regulatory issues were found.",2025-05-27T15:29:17.793614
https://www.rahaasjad.ee/nio-aktsia-taielik-ulevaade/,rahaasjad.ee,0.95,fallback,"The mentions of Admiral Markets in this article appear to be simple references and links to Admiral Markets' own content about NIO stock. There are no misleading claims, unauthorized offers, false representations of Admiral Markets, or obvious regulatory issues. The article seems to be a straightforward overview of NIO stock and the mentions of Admiral Markets are appropriate.",2025-05-27T15:29:17.793842
https://solarkeypoints.com/2018/12/bright-days-investing-solar-energy/,solarkeypoints.com,0.95,fallback,"The content appears to be a legitimate article about investing in solar energy. The mention of Admiral Markets links to an educational article on their site about tips for investing in solar stocks. This seems to be an appropriate reference and does not contain any misleading claims, unauthorized offers, false representations, or inappropriate marketing tactics.",2025-05-27T15:29:17.793368
https://tingfutures.com/%E8%82%A1%E7%A5%A8%E6%9C%9F%E8%B2%A8%E9%A2%A8%E9%9A%AA,tingfutures.com,0.9,fallback,"The content appears to be an educational article about managing risk in stock futures trading. It mentions Admiral Markets in the context of linking to an article about price action trading strategies. There are no obvious compliance issues, misleading claims, unauthorized offers, or false representations of Admiral Markets.",2025-05-27T15:29:17.793387
https://rekvizitai.vz.lt/en/company/admiral_markets_uk_ltd_lietuvos_atstovybe/,vz.lt,0.95,fallback,"The content appears to be a standard business listing for Admiral Markets UK Ltd's Lithuanian branch office. It includes basic contact information like an email address and website URL. There are no misleading claims, unauthorized offers, false representations, or inappropriate marketing tactics present.",2025-05-27T15:29:17.793865
https://en.wikipedia.org/wiki/Warsaw_Stock_Exchange,wikipedia.org,0.95,fallback,"The mention of Admiral Markets in this Wikipedia article about the Warsaw Stock Exchange appears to be a simple reference citation. It does not contain any misleading information, unauthorized offers, false representations, regulatory issues, or inappropriate marketing tactics related to Admiral Markets.",2025-05-27T15:29:17.793835
